3.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,72.80
23.80,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,67.60
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
23.90,0.00,64.50
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
24.00,0.00,67.80
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.90,0.00,66.90
23.70,0.00,64.40
23.70,0.00,64.40
23.70,0.00,64.40
